,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects
37055,PG43390,The Factory Boy,"Leslie, Madeline",1815.0,1893.0,['en'],97,"{'Christian life -- Juvenile fiction', 'Sunday schools -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Clothing factories -- Juvenile fiction', 'Charity -- Juvenile fiction', 'Faith -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Friendship -- Juvenile fiction'}"
26372,PG33775,Little Robins Learning to Fly,"Leslie, Madeline",1815.0,1893.0,['en'],67,"{'Animal welfare -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Robins -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Siblings -- Juvenile fiction', 'Birds -- Flight -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction'}"
26086,PG33517,Little Frankie on a Journey,"Leslie, Madeline",1815.0,1893.0,['en'],107,"{'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Families -- Juvenile fiction', 'Learning -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Birthdays -- Juvenile fiction'}"
18429,PG26620,Minnie's Pet Horse,"Leslie, Madeline",1815.0,1893.0,['en'],122,"{'Children and animals -- Juvenile fiction', 'Horses -- Juvenile fiction', 'Shetland pony -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Pets -- Social aspects -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction'}"
15169,PG23683,"Bertie's Home; or, the Way to be Happy","Leslie, Madeline",1815.0,1893.0,['en'],89,"{'Fathers and sons -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Siblings -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction'}"
26091,PG33521,Little Frankie at His Plays,"Leslie, Madeline",1815.0,1893.0,['en'],73,"{'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Families -- Juvenile fiction', 'Play -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Dogs -- Juvenile fiction'}"
71570,PG74545,The golden rule,"Leslie, Madeline",1815.0,1893.0,['en'],112,"{'Christian life -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Obedience -- Juvenile fiction'}"
26413,PG33811,"The Pearl of Love; or, Josey's Gift","Leslie, Madeline",1815.0,1893.0,['en'],100,"{'Christian life -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Siblings -- Juvenile fiction', 'Families -- Juvenile fiction', 'Love -- Juvenile fiction'}"
18424,PG26616,Minnie's Pet Dog,"Leslie, Madeline",1815.0,1893.0,['en'],297,"{'Children and animals -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Pets -- Social aspects -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Dogs -- Juvenile fiction'}"
15978,PG24410,Hollow Tree Nights and Days,"Paine, Albert Bigelow",1861.0,1937.0,['en'],143,"{'Animals -- Juvenile fiction', 'Imaginary places -- Juvenile fiction', 'Trees -- Juvenile fiction'}"
26649,PG34023,The Bread Line: A Story of a Paper,"Paine, Albert Bigelow",1861.0,1937.0,['en'],123,"{'Journalism -- Fiction', 'Newspaper publishing -- Fiction'}"
26564,PG33948,The Hollow Tree Snowed-In Book: Being a continuation of stories about the Hollow Tree and Deep Woods people,"Paine, Albert Bigelow",1861.0,1937.0,['en'],116,"{'Animals -- Juvenile fiction', 'Imaginary places -- Juvenile fiction', 'Trees -- Juvenile fiction'}"
51599,PG56481,"""Peanut"": The Story of a Boy","Paine, Albert Bigelow",1861.0,1937.0,['en'],109,"{'City and town life -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Adoption -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Mountains -- Juvenile fiction', 'Homesickness -- Juvenile fiction', 'Outlaws -- Juvenile fiction'}"
29332,PG3643,Widger's Quotations from the Project Gutenberg Editions of Paine's Writings on Mark Twain,"Paine, Albert Bigelow",1861.0,1937.0,['en'],95,{'Quotations'}
32060,PG38896,The Hollow Tree Snowed-in Book: being a continuation of the stories about the Hollow Tree and Deep Woods people,"Paine, Albert Bigelow",1861.0,1937.0,['en'],135,"{'Animals -- Juvenile fiction', 'Imaginary places -- Juvenile fiction', 'Trees -- Juvenile fiction'}"
26418,PG33816,"The Hollow Tree and Deep Woods Book: being a new edition in one volume of ""The Hollow Tree"" and ""In The Deep Woods"" with several new stories and pictures added","Paine, Albert Bigelow",1861.0,1937.0,['en'],190,{'Animals -- Juvenile fiction'}
27333,PG3463,The Boys' Life of Mark Twain,"Paine, Albert Bigelow",1861.0,1937.0,['en'],167,"{'Twain, Mark, 1835-1910', 'Authors, American -- 19th century -- Biography'}"
21990,PG2982,"Mark Twain: A Biography. Volume I, Part 1: 1835-1866","Paine, Albert Bigelow",1861.0,1937.0,['en'],160,"{'Twain, Mark, 1835-1910', 'Humorists, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Biography', 'Journalists -- United States -- Biography'}"
50142,PG55169,Life and Lillian Gish,"Paine, Albert Bigelow",1861.0,1937.0,['en'],136,"{'Gish, Lillian, 1893-1993'}"
20174,PG28192,Mr. Turtle's Flying Adventure: Hollow Tree Stories,"Paine, Albert Bigelow",1861.0,1937.0,['en'],168,{'Animals -- Juvenile fiction'}
20297,PG28302,The Arkansaw Bear: A Tale of Fanciful Adventure,"Paine, Albert Bigelow",1861.0,1937.0,['en'],131,{'Bears -- Juvenile fiction'}
31991,PG38833,The Lucky Piece: A Tale of the North Woods,"Paine, Albert Bigelow",1861.0,1937.0,['en'],99,"{'Adirondack Mountains (N.Y.) -- Fiction', 'Love stories'}"
52759,PG57527,"The great white way;: a record of an unusual voyage of discovery, and some romantic love affairs amid strange surroundings","Paine, Albert Bigelow",1861.0,1937.0,['en'],121,{'Science fiction'}
22012,PG2984,"Mark Twain: A Biography. Volume II, Part 1: 1886-1900","Paine, Albert Bigelow",1861.0,1937.0,['en'],114,"{'Twain, Mark, 1835-1910', 'Humorists, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Biography', 'Journalists -- United States -- Biography'}"
26210,PG33629,The Autobiography of a Monkey,"Paine, Albert Bigelow",1861.0,1937.0,['en'],163,"{'Monkeys -- Juvenile poetry', ""Children's poetry, American""}"
63112,PG66849,"Captain Bill McDonald, Texas Ranger: A Story of Frontier Reform","Paine, Albert Bigelow",1861.0,1937.0,['en'],181,"{'Peace officers -- Texas -- Biography', 'Outlaws -- Texas -- History', 'Frontier and pioneer life -- Texas', 'Texas -- History -- 1846-1950', 'Texas Rangers -- Biography', 'McDonald, William Jesse, 1852-1918'}"
26416,PG33814,The Mystery of Evelin Delorme: A Hypnotic Story,"Paine, Albert Bigelow",1861.0,1937.0,['en'],86,"{'Paranormal fiction', 'Fantasy fiction'}"
22034,PG2986,"Mark Twain: A Biography. Volume III, Part 1: 1900-1907","Paine, Albert Bigelow",1861.0,1937.0,['en'],126,"{'Twain, Mark, 1835-1910', 'Humorists, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Biography', 'Journalists -- United States -- Biography'}"
42247,PG48063,A Little Garden Calendar for Boys and Girls,"Paine, Albert Bigelow",1861.0,1937.0,['en'],177,"{'Vegetable gardening', 'Gardening -- Juvenile literature'}"
26729,PG34096,The Ship-Dwellers: A Story of a Happy Cruise,"Paine, Albert Bigelow",1861.0,1937.0,['en'],146,{'Middle East -- Description and travel'}
22001,PG2983,"Mark Twain: A Biography. Volume I, Part 2: 1866-1875","Paine, Albert Bigelow",1861.0,1937.0,['en'],177,"{'Twain, Mark, 1835-1910', 'Humorists, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Biography', 'Journalists -- United States -- Biography'}"
22056,PG2988,Mark Twain: A Biography. Complete,"Paine, Albert Bigelow",1861.0,1937.0,['en'],585,"{'Twain, Mark, 1835-1910', 'Humorists, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Biography', 'Journalists -- United States -- Biography'}"
20175,PG28193,Mr. Rabbit's Wedding: Hollow Tree Stories,"Paine, Albert Bigelow",1861.0,1937.0,['en'],156,{'Animals -- Juvenile fiction'}
20188,PG28204,How Mr. Rabbit Lost his Tail: Hollow Tree Stories,"Paine, Albert Bigelow",1861.0,1937.0,['en'],160,{'Animals -- Juvenile fiction'}
70345,PG73442,The star-stealers,"Hamilton, Edmond",1904.0,1977.0,['en'],118,{'Science fiction'}
63061,PG66802,The Man With the Golden Eyes,"Hamilton, Edmond",1904.0,1977.0,['en'],116,"{'Science fiction', 'Short stories', 'Mysticism -- Fiction'}"
70988,PG74020,Outside the universe,"Hamilton, Edmond",1904.0,1977.0,['en'],167,"{'Science fiction', 'Space warfare -- Fiction', 'Adventure stories'}"
64061,PG67702,Crashing suns,"Hamilton, Edmond",1904.0,1977.0,['en'],111,"{'Science fiction', 'Adventure stories'}"
61962,PG65813,Citadel of the Star Lords,"Hamilton, Edmond",1904.0,1977.0,['en'],139,"{'Science fiction', 'Human-alien encounters -- Fiction', 'Extraterrestrial beings -- Fiction', 'Adventure stories', 'Apocalyptic fiction', 'Time travel -- Fiction'}"
70803,PG73855,The comet-drivers,"Hamilton, Edmond",1904.0,1977.0,['en'],150,"{'Science fiction', 'Space warfare -- Fiction', 'Comets -- Fiction', 'Adventure stories'}"
24753,PG32317,The World with a Thousand Moons,"Hamilton, Edmond",1904.0,1977.0,['en'],162,{'Science fiction'}
70805,PG73857,World atavism,"Hamilton, Edmond",1904.0,1977.0,['en'],176,"{'Science fiction', 'Scientists -- Fiction', 'New York (N.Y.) -- Fiction', 'Apocalyptic fiction'}"
71301,PG74302,The universe wreckers,"Hamilton, Edmond",1904.0,1977.0,['en'],195,"{'Human-alien encounters -- Fiction', 'Science fiction', 'Neptune (Planet) -- Fiction'}"
20030,PG28062,The Man Who Saw the Future,"Hamilton, Edmond",1904.0,1977.0,['en'],134,"{'Science fiction', 'Short stories', 'Time travel -- Fiction'}"
20882,PG28832,The Sargasso of Space,"Hamilton, Edmond",1904.0,1977.0,['en'],141,{'Science fiction'}
68945,PG72181,Sunfire!,"Hamilton, Edmond",1904.0,1977.0,['en'],149,"{'Mercury (Planet) -- Fiction', 'Science fiction', 'Human-alien encounters -- Fiction', 'Space travelers -- Fiction', 'Short stories'}"
61966,PG65817,Last Call for Doomsday!,"Hamilton, Edmond",1904.0,1977.0,['en'],111,"{'Asteroids -- Collisions with Earth -- Fiction', 'Science fiction', 'Adventure stories'}"
16488,PG24870,"The Stars, My Brothers","Hamilton, Edmond",1904.0,1977.0,['en'],139,{'Science fiction'}
70414,PG73504,The abysmal invaders,"Hamilton, Edmond",1904.0,1977.0,['en'],165,"{'Paleontologists -- Fiction', 'Science fiction', 'Dinosaurs -- Fiction', 'Fantasy fiction'}"
65116,PG68669,Proxy Planeteers,"Hamilton, Edmond",1904.0,1977.0,['en'],148,"{'Human-alien encounters -- Fiction', 'Science fiction', 'Short stories', 'Mercury (Planet) -- Fiction'}"
63106,PG66843,Battle for the Stars,"Hamilton, Edmond",1904.0,1977.0,['en'],143,"{'War stories', 'Science fiction', 'Human-alien encounters -- Fiction'}"
61427,PG65331,The Cosmic Looters,"Hamilton, Edmond",1904.0,1977.0,['en'],97,"{'Science fiction', 'Adventure stories'}"
70418,PG73508,Within the nebula,"Hamilton, Edmond",1904.0,1977.0,['en'],121,"{'Science fiction', 'Nebulae -- Fiction', 'Adventure stories'}"
24940,PG32486,The Legion of Lazarus,"Hamilton, Edmond",1904.0,1977.0,['en'],127,{'Science fiction'}
70329,PG73428,The sea horror,"Hamilton, Edmond",1904.0,1977.0,['en'],154,"{'Science fiction', 'Underwater exploration -- Fiction', 'Submarines (Ships) -- Fiction'}"
70533,PG73611,The life-masters,"Hamilton, Edmond",1904.0,1977.0,['en'],125,"{'Science fiction', 'Life -- Fiction', 'Horror tales'}"
25341,PG32847,The Door into Infinity,"Hamilton, Edmond",1904.0,1977.0,['en'],128,"{'Americans -- England -- Fiction', 'Kidnapping -- Fiction', 'Adventure stories'}"
71048,PG74075,The space visitors,"Hamilton, Edmond",1904.0,1977.0,['en'],175,"{'Human-alien encounters -- Fiction', 'Science fiction', 'Earth (Planet) -- Fiction', 'Weapons -- Fiction'}"
71060,PG74086,The invisible master,"Hamilton, Edmond",1904.0,1977.0,['en'],233,"{'Criminals -- Fiction', 'Science fiction', 'Detective and mystery stories', 'New York (N.Y.) -- Fiction', 'Physicists -- Fiction'}"
17848,PG26094,Hebrew Heroes: A Tale Founded on Jewish History,A. L. O. E.,1821.0,1893.0,['en'],109,"{'Judas Maccabaeus (Judah Maccabee, יהודה המכבי)', 'Bible. Old Testament -- Fiction', 'Biographical fiction', 'Jews -- History -- Fiction'}"
68057,PG71382,Hold fast,A. L. O. E.,1821.0,1893.0,['en'],74,"{'Brothers -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Short stories', 'Grandparent and child -- Juvenile fiction'}"
55671,PG60149,Pride and His Prisoners,A. L. O. E.,1821.0,1893.0,['en'],121,"{'Didactic fiction', 'Christian life -- Juvenile fiction', 'Domestic fiction', 'Pride and vanity -- Juvenile fiction', ""Children's stories""}"
22027,PG29863,The Rambles of a Rat,A. L. O. E.,1821.0,1893.0,['en'],122,{'Rats -- Juvenile fiction'}
56045,PG60486,Idols in the Heart: A Tale,A. L. O. E.,1821.0,1893.0,['en'],105,"{'Christian life -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Families -- Juvenile fiction', 'Youth and death -- Juvenile fiction', 'Stepmothers -- Juvenile fiction', 'Faith -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Poverty -- Juvenile fiction'}"
28326,PG35533,The Haunted Room: A Tale,A. L. O. E.,1821.0,1893.0,['en'],127,{'Fiction'}
57508,PG61804,Sheer Off: A Tale,A. L. O. E.,1821.0,1893.0,['en'],110,"{'Christian life -- Juvenile fiction', 'Marriage -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Charity -- Juvenile fiction', 'Christian converts from Judaism -- Juvenile fiction', 'Almshouses -- Juvenile fiction'}"
55664,PG60142,Hymns and Poems,A. L. O. E.,1821.0,1893.0,['en'],133,"{'Christian poetry, English -- 19th century'}"
68179,PG71492,"The beautiful garment, and other stories",A. L. O. E.,1821.0,1893.0,['en'],99,"{'Christian life -- Juvenile fiction', ""Children's stories""}"
55659,PG60138,"Edith and Her Ayah, and Other Stories",A. L. O. E.,1821.0,1893.0,['en'],107,"{'Christian life -- Juvenile fiction', 'Sunday school literature', 'Conduct of life -- Juvenile fiction', ""Children's stories"", 'Children -- Conduct of life -- Juvenile fiction'}"
69817,PG72968,"Friend and foe : $b Or, the breastplate of righteousness",A. L. O. E.,1821.0,1893.0,['en'],138,"{'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Families -- Juvenile fiction', 'Teenage girls -- Juvenile fiction', 'Household employees -- Juvenile fiction', 'Righteousness -- Juvenile fiction'}"
60492,PG64490,"Stories of the Wars of the Jews: from the Babylonish captivity, to the destruction of Jerusalem by Titus",A. L. O. E.,1821.0,1893.0,['en'],147,"{'Jews -- History -- 586 B.C.-70 A.D. -- Juvenile literature', 'Bible. Old Testament -- History of Biblical events -- Juvenile literature', 'Christian life -- Juvenile literature'}"
68300,PG71600,True heroism,A. L. O. E.,1821.0,1893.0,['en'],83,"{'Heroes -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Courage -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Friendship -- Juvenile fiction'}"
69884,PG73027,Percival's picture gallery,A. L. O. E.,1821.0,1893.0,['en'],199,"{'Christian life -- Juvenile fiction', 'Artists -- Juvenile fiction', 'Art and religion -- Juvenile fiction', 'Death -- Juvenile fiction', 'Friendship -- Juvenile fiction'}"
54162,PG58791,"Precepts in Practice; or, Stories Illustrating the Proverbs",A. L. O. E.,1821.0,1893.0,['en'],137,"{'Christian life -- Juvenile fiction', ""Children's stories"", 'Bible. Proverbs -- Juvenile fiction'}"
70159,PG73275,"The battle of life : $b or, What is a Christian",A. L. O. E.,1821.0,1893.0,['en'],125,"{""Children's stories, English"", 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}"
55578,PG60065,Wings and Stings: A Tale for the Young,A. L. O. E.,1821.0,1893.0,['en'],131,"{'Christian life -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Beehives -- Juvenile fiction', 'Bees -- Juvenile fiction', 'Kindness -- Juvenile fiction', 'Mothers and daughters -- Juvenile fiction', 'Allegories'}"
70077,PG73200,"The sailor's home : $b Or, the girdle of truth",A. L. O. E.,1821.0,1893.0,['en'],148,"{'Christian life -- Juvenile fiction', 'Malicious mischief -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Siblings -- Juvenile fiction', 'Truthfulness and falsehood -- Juvenile fiction'}"
54764,PG59333,Harold's Bride: A Tale,A. L. O. E.,1821.0,1893.0,['en'],119,"{'Missions -- India -- Fiction', 'Marriage -- Fiction', 'India -- History -- 19th century -- Fiction'}"
71700,PG74662,"The mirror and the bracelet : $b or, Little bullets from Batala",A. L. O. E.,1821.0,1893.0,['en'],121,"{'Moral education -- Juvenile literature', ""Children's stories"", 'Christian ethics -- Juvenile literature'}"
70587,PG73660,The robbers' cave : $b A tale of Italy,A. L. O. E.,1821.0,1893.0,['en'],122,"{'Christian life -- Juvenile fiction', 'Mothers and sons -- Juvenile fiction', 'Brothers -- Juvenile fiction', 'Pride and vanity -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Brigands and robbers -- Juvenile fiction', 'Italy -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Prisoners -- Juvenile fiction'}"
54053,PG58693,A Wreath of Indian Stories,A. L. O. E.,1821.0,1893.0,['en'],106,"{'Christian life -- Juvenile fiction', 'Conversion -- Christianity -- Juvenile fiction', ""Children's stories"", 'India -- Social life and customs -- 19th century -- Juvenile fiction'}"
17206,PG25516,The Crown of Success,A. L. O. E.,1821.0,1893.0,['en'],127,"{'Conduct of life -- Juvenile fiction', 'Siblings -- Juvenile fiction'}"
68867,PG72110,"The brother's return, and other stories",A. L. O. E.,1821.0,1893.0,['en'],85,"{""Children's stories""}"
55081,PG59619,Beyond the Black Waters,A. L. O. E.,1821.0,1893.0,['en'],84,"{'Christian life -- Juvenile fiction', 'Missionaries -- Juvenile fiction', 'Thailand -- Juvenile fiction', ""Children's stories"", 'Karen (Southeast Asian people) -- Juvenile fiction', 'Murder -- Juvenile fiction'}"
64069,PG6770,The Thirty Years War — Volume 01,"Schiller, Friedrich",1759.0,1805.0,['en'],149,"{""Thirty Years' War, 1618-1648""}"
64346,PG6795,The Poems of Schiller — Second period,"Schiller, Friedrich",1759.0,1805.0,['en'],360,{'Poetry'}
64313,PG6792,The Maid of Orleans: A Tragedy,"Schiller, Friedrich",1759.0,1805.0,['en'],421,"{'Joan, of Arc, Saint, 1412-1431 -- Drama', 'Tragedies', 'France -- History -- Charles VII, 1422-1461 -- Drama'}"
64390,PG6799,Philosophical Letters of Friedrich Schiller,"Schiller, Friedrich",1759.0,1805.0,['en'],234,{'Philosophy'}
64335,PG6794,The Poems of Schiller — First period,"Schiller, Friedrich",1759.0,1805.0,['en'],152,{'Poetry'}
64279,PG6789,Don Carlos: A Play,"Schiller, Friedrich",1759.0,1805.0,['en'],498,"{'Carlos, Prince of Asturias, 1545-1568 -- Drama'}"
64357,PG6796,The Poems of Schiller — Third period,"Schiller, Friedrich",1759.0,1805.0,['en'],405,{'Poetry'}
64246,PG6786,The Piccolomini: A Play,"Schiller, Friedrich",1759.0,1805.0,['en'],256,"{""Thirty Years' War, 1618-1648 -- Drama"", 'Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634 -- Drama'}"
64191,PG6781,The Ghost-Seer; or the Apparitionist; and Sport of Destiny,"Schiller, Friedrich",1759.0,1805.0,['en'],251,"{'Venice (Italy) -- Fiction', 'Ghost stories'}"
64202,PG6782,The Robbers,"Schiller, Friedrich",1759.0,1805.0,['en'],1120,"{'Tragedies', 'Brothers -- Drama', 'Inheritance and succession -- Drama', 'German drama -- Translations into English'}"
64268,PG6788,Wilhelm Tell,"Schiller, Friedrich",1759.0,1805.0,['en'],1003,"{'Tell, Wilhelm -- Drama'}"
64091,PG6772,The Thirty Years War — Volume 03,"Schiller, Friedrich",1759.0,1805.0,['en'],169,"{""Thirty Years' War, 1618-1648""}"
64368,PG6797,The Poems of Schiller — Suppressed poems,"Schiller, Friedrich",1759.0,1805.0,['en'],158,{'Poetry'}
64235,PG6785,Wallenstein's Camp: A Play,"Schiller, Friedrich",1759.0,1805.0,['en'],194,"{'Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634 -- Drama'}"
64224,PG6784,Love and Intrigue: A Tragedy,"Schiller, Friedrich",1759.0,1805.0,['en'],330,"{'Domestic drama', 'Tragedies', 'German drama -- Translations into English'}"
67264,PG70669,"Aesthetical and philosophical essays : $b introducing the dissertation on the ""connection between the animal and spiritual man""","Schiller, Friedrich",1759.0,1805.0,['en'],154,"{'Aesthetics', 'Philosophy'}"
64157,PG6778,History of the Revolt of the Netherlands — Volume 03,"Schiller, Friedrich",1759.0,1805.0,['en'],90,"{""Netherlands -- History -- Eighty Years' War, 1568-1648"", 'Huguenots'}"
18354,PG26553,Turandot: The Chinese Sphinx,"Schiller, Friedrich",1759.0,1805.0,['en'],141,{'China -- Drama'}
64403,PG6800,The Works of Frederick Schiller,"Schiller, Friedrich",1759.0,1805.0,['en'],211,"{'Schiller, Friedrich, 1759-1805 -- Translations into English'}"
64168,PG6779,History of the Revolt of the Netherlands — Volume 04,"Schiller, Friedrich",1759.0,1805.0,['en'],106,"{""Netherlands -- History -- Eighty Years' War, 1568-1648"", 'Huguenots'}"
64213,PG6783,"Fiesco; or, the Genoese Conspiracy: A Tragedy","Schiller, Friedrich",1759.0,1805.0,['en'],216,"{'Genoa (Italy) -- History -- Drama', 'Fiéschi, Gian Luigi, conte di Lavagna, 1522-1547 -- Drama'}"
64146,PG6777,History of the Revolt of the Netherlands — Volume 02,"Schiller, Friedrich",1759.0,1805.0,['en'],118,"{""Netherlands -- History -- Eighty Years' War, 1568-1648"", 'Huguenots'}"
64080,PG6771,The Thirty Years War — Volume 02,"Schiller, Friedrich",1759.0,1805.0,['en'],133,"{""Thirty Years' War, 1618-1648""}"
19771,PG2782,Wilhelm Tell,"Schiller, Friedrich",1759.0,1805.0,['en'],175,"{'Tell, Wilhelm -- Drama'}"
21033,PG28969,The Illustrated Works of Friedrich Schiller: A Linked Index to the Project Gutenberg Editions,"Schiller, Friedrich",1759.0,1805.0,['en'],135,{'Indexes'}
26402,PG33801,"The Mysteries of Paris, illustrated with etchings, Vol. 2","Sue, Eugène",1804.0,1857.0,['en'],101,{'Paris (France) -- Fiction'}
26406,PG33805,"The Mysteries of Paris, illustrated with etchings, Vol. 6","Sue, Eugène",1804.0,1857.0,['en'],140,{'Paris (France) -- Fiction'}
26401,PG33800,"The Mysteries of Paris, illustrated with etchings, Vol. 1","Sue, Eugène",1804.0,1857.0,['en'],362,{'Paris (France) -- Fiction'}
26066,PG3349,The Wandering Jew — Volume 11,"Sue, Eugène",1804.0,1857.0,['en'],84,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
22061,PG29894,A Romance of the West Indies,"Sue, Eugène",1804.0,1857.0,['en'],122,{'Privateering -- Caribbean Sea -- Fiction'}
25967,PG3340,The Wandering Jew — Volume 02,"Sue, Eugène",1804.0,1857.0,['en'],103,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
26078,PG3350,The Wandering Jew — Complete,"Sue, Eugène",1804.0,1857.0,['en'],666,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
26033,PG3346,The Wandering Jew — Volume 08,"Sue, Eugène",1804.0,1857.0,['en'],92,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
27718,PG34987,"The Blacksmith's Hammer; or, The Peasant Code: A Tale of the Grand Monarch","Sue, Eugène",1804.0,1857.0,['en'],106,"{'France -- History -- Louis XIV, 1643-1715 -- Fiction'}"
24125,PG31752,"The Gold Sickle; Or, Hena, The Virgin of The Isle of Sen. A Tale of Druid Gaul","Sue, Eugène",1804.0,1857.0,['en'],102,"{'Druids and druidism -- Fiction', 'Gaul -- History -- To 58 B.C. -- Fiction'}"
25639,PG33114,"The Iron Pincers; or, Mylio and Karvel: A Tale of the Albigensian Crusades","Sue, Eugène",1804.0,1857.0,['en'],117,{'Albigenses -- Fiction'}
26022,PG3345,The Wandering Jew — Volume 07,"Sue, Eugène",1804.0,1857.0,['en'],89,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
30397,PG37399,"The Executioner's Knife; Or, Joan of Arc","Sue, Eugène",1804.0,1857.0,['en'],210,"{'Biographical fiction', 'Christian fiction', 'Christian women saints -- Fiction', 'Joan, of Arc, Saint, 1412-1431 -- Fiction'}"
33372,PG40075,The Knight of Malta,"Sue, Eugène",1804.0,1857.0,['en'],164,{'French fiction -- 19th century'}
25978,PG3341,The Wandering Jew — Volume 03,"Sue, Eugène",1804.0,1857.0,['en'],82,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
28437,PG35633,"The Sword of Honor; or, The Foundation of the French Republic: A Tale of The French Revolution","Sue, Eugène",1804.0,1857.0,['en'],167,"{'France -- History -- Revolution, 1789-1799 -- Fiction'}"
26055,PG3348,The Wandering Jew — Volume 10,"Sue, Eugène",1804.0,1857.0,['en'],98,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
27213,PG34531,"The Pilgrim's Shell; Or, Fergan the Quarryman: A Tale from the Feudal Times","Sue, Eugène",1804.0,1857.0,['en'],89,{'Feudalism -- France -- Fiction'}
18432,PG26623,"The Brass Bell; or, The Chariot of Death","Sue, Eugène",1804.0,1857.0,['en'],87,{'Gaul -- History -- 58 B.C.-511 A.D. -- Fiction'}
26965,PG34308,Avarice--Anger: Two of the Seven Cardinal Sins,"Sue, Eugène",1804.0,1857.0,['en'],119,{'French fiction -- Translations into English'}
26403,PG33802,"The Mysteries of Paris, illustrated with etchings, Vol. 3","Sue, Eugène",1804.0,1857.0,['en'],131,{'Paris (France) -- Fiction'}
27125,PG34452,The Iron Arrow Head or The Buckler Maiden: A Tale of the Northman Invasion,"Sue, Eugène",1804.0,1857.0,['en'],109,{'Northmen -- Fiction'}
26000,PG3343,The Wandering Jew — Volume 05,"Sue, Eugène",1804.0,1857.0,['en'],100,"{'France -- History -- Louis Philippe, 1830-1848 -- Fiction', 'Jesuits -- Fiction', 'Wandering Jew -- Fiction', 'Inheritance and succession -- Fiction', 'Historical fiction'}"
